objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Arkham Horror: The Card Game – Heart of the Elders: Mythos Pack","251733","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831725","5.86764","8.02139","3.8","0","3819","thing","Arkham Horror: The Card Game – Heart of the Elders: Mythos Pack","1","2","120","120","60","2018","1,2","2","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Horror in High Gear: Mythos Pack","324765","0","","0","1","0","0","0","0","0","0","0","3","","","","","","79359156","5.5632","8.62162","0","0","848","thing","Arkham Horror: The Card Game – Horror in High Gear: Mythos Pack","1","2","120","120","60","2021","","","","","","","","","","expansion","","","","","","","Outland","","Outland
","","","","","",""
"Arkham Horror: The Card Game – In The Clutches of Chaos: Mythos Pack","272752","0","","0","1","0","0","0","0","0","0","0","1","","","","","","58811403","5.79024","8.60432","3","0","2581","thing","Arkham Horror: The Card Game – In The Clutches of Chaos: Mythos Pack","1","2","120","120","60","2019","1,2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – In Too Deep: Mythos Pack","318022","0","","0","1","0","0","0","0","0","0","0","1","","","","","","76208176","5.61916","8.41333","3","0","1296","thing","Arkham Horror: The Card Game – In Too Deep: Mythos Pack","1","2","120","120","60","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Jacqueline Fine: Investigator Starter Deck","305517","0","","0","1","0","0","0","0","0","0","0","1","","","","","","74260239","5.69137","8.5563","3","0","1684","thing","Arkham Horror: The Card Game – Jacqueline Fine: Investigator Starter Deck","1","2","120","120","60","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Lost in Time and Space: Mythos Pack","224363","0","","0","1","0","0","0","0","0","0","0","1","","","","","","43651660","6.4538","8.32779","3.5714","0","8364","thing","Arkham Horror: The Card Game – Lost in Time and Space: Mythos Pack","1","4","120","120","60","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Murder at the Excelsior Hotel: Scenario Pack","284354","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","66060741","6.01234","8.63829","3.6667","0","2942","thing","Arkham Horror: The Card Game – Murder at the Excelsior Hotel: Scenario Pack","1","2","120","120","60","2019","1,2","1,2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Nathaniel Cho: Investigator Starter Deck","305509","0","","0","1","0","0","0","0","0","0","0","1","","","","","","74260226","5.68255","8.65929","3","0","1673","thing","Arkham Horror: The Card Game – Nathaniel Cho: Investigator Starter Deck","1","2","120","120","60","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Point of No Return: Mythos Pack","293271","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","68784346","5.66669","8.54902","3","0","1721","thing","Arkham Horror: The Card Game – Point of No Return: Mythos Pack","1","2","120","120","60","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Return to the Dunwich Legacy","260311","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56793003","5.95007","8.31119","3.5","0","4019","thing","Arkham Horror: The Card Game – Return to the Dunwich Legacy","1","2","120","120","60","2018","1,2","1","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Return to the Night of the Zealot","244145","0","","0","1","0","0","0","0","0","0","0","3","","","","","","52571027","6.09479","7.9981","3.5714","0","5102","thing","Arkham Horror: The Card Game – Return to the Night of the Zealot","1","2","120","120","60","2018","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Shattered Aeons: Mythos Pack","257240","0","","0","1","0","0","0","0","0","0","0","1","","","","","","53225018","5.86579","8.28333","3.75","0","3559","thing","Arkham Horror: The Card Game – Shattered Aeons: Mythos Pack","1","2","120","120","60","2018","1,2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Stella Clark: Investigator Starter Deck","305518","0","","0","1","0","0","0","0","0","0","0","1","","","","","","74260242","5.68567","8.66549","3","0","1684","thing","Arkham Horror: The Card Game – Stella Clark: Investigator Starter Deck","1","2","120","120","60","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Blob That Ate Everything: Scenario Pack","280714","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","74746592","5.78765","8.58176","3.5","0","2081","thing","Arkham Horror: The Card Game – The Blob That Ate Everything: Scenario Pack","1","4","120","120","60","2019","1,2,3,4","","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Boundary Beyond: Mythos Pack","249772","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831722","5.89183","8.02406","3.8333","0","3928","thing","Arkham Horror: The Card Game – The Boundary Beyond: Mythos Pack","1","2","120","120","60","2018","1,2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Circle Undone: Expansion","262754","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58704296","6.0401","8.55204","3.6","0","3800","thing","Arkham Horror: The Card Game – The Circle Undone: Expansion","1","2","120","120","60","2019","1,2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The City of Archives: Mythos Pack","254122","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831731","5.91878","8.29266","4.125","0","3799","thing","Arkham Horror: The Card Game – The City of Archives: Mythos Pack","1","2","120","120","60","2018","1,2","","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Depths of Yoth: Mythos Pack","255900","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831730","5.9013","8.39625","3.7143","0","3705","thing","Arkham Horror: The Card Game – The Depths of Yoth: Mythos Pack","1","2","120","120","60","2018","1,2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Dunwich Legacy: Expansion","208545","0","","0","1","0","0","0","0","0","0","0","1","","","","","","39959409","7.34165","8.49189","3.5122","0","15746","thing","Arkham Horror: The Card Game – The Dunwich Legacy: Expansion","1","2","120","120","60","2017","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Essex County Express: Mythos Pack","212734","0","","0","1","0","0","0","0","0","0","0","1","","","","","","40199593","6.72955","8.35565","3.7222","0","9861","thing","Arkham Horror: The Card Game – The Essex County Express: Mythos Pack","1","4","120","120","60","2017","1,2,3","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Forgotten Age: Expansion","245815","0","","0","1","0","0","0","0","0","0","0","3","","","","","","52276033","6.24931","8.32427","3.8421","0","5508","thing","Arkham Horror: The Card Game – The Forgotten Age: Expansion","1","4","120","120","60","2018","1,2,3,4","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Innsmouth Conspiracy: Expansion","308592","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","75098441","5.72576","8.81772","3.8","0","1822","thing","Arkham Horror: The Card Game – The Innsmouth Conspiracy: Expansion","1","2","120","120","60","2020","1,2","2","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Labyrinths of Lunacy: Scenario Pack","233977","0","","0","1","0","0","0","0","0","0","0","1","","","","","","45711239","5.87735","7.91377","3.5","0","4210","thing","Arkham Horror: The Card Game – The Labyrinths of Lunacy: Scenario Pack","1","12","120","120","60","2017","6,7,8,9,10,11,12","9","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Miskatonic Museum: Mythos Pack","210025","0","","0","1","0","0","0","0","0","0","0","3","","","","","","38738194","6.65466","8.09571","3.4737","0","10490","thing","Arkham Horror: The Card Game – The Miskatonic Museum: Mythos Pack","1","4","120","120","60","2017","1,2,3,4","","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Pallid Mask: Mythos Pack","237234","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831711","6.18371","8.568","4","0","5137","thing","Arkham Horror: The Card Game – The Pallid Mask: Mythos Pack","1","4","120","120","60","2018","1,2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Path to Carcosa: Expansion","225563","0","","0","1","0","0","0","0","0","0","0","1","","","","","","45617704","6.85297","8.72077","3.5909","0","8883","thing","Arkham Horror: The Card Game – The Path to Carcosa: Expansion","1","2","120","120","60","2017","1,2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Search for Kadath: Mythos Pack","286257","0","","0","1","0","0","0","0","0","0","0","3","","","","","","66060720","5.71171","8.60229","0","0","2127","thing","Arkham Horror: The Card Game – The Search for Kadath: Mythos Pack","1","2","120","120","60","2019","1,2","1","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Secret Name: Mythos Pack","264459","0","","0","1","0","0","0","0","0","0","0","1","","","","","","58811392","5.80219","8.31895","0","0","2851","thing","Arkham Horror: The Card Game – The Secret Name: Mythos Pack","1","2","120","120","60","2019","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Unspeakable Oath: Mythos Pack","230510","0","","0","1","0","0","0","0","0","0","0","1","","","","","","45711248","6.24833","8.44094","3.9","0","5627","thing","Arkham Horror: The Card Game – The Unspeakable Oath: Mythos Pack","1","4","120","120","60","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – The Wages of Sin: Mythos Pack","266377","0","","0","1","0","0","0","0","0","0","0","1","","","","","","58811395","5.78795","8.25043","3.6667","0","2768","thing","Arkham Horror: The Card Game – The Wages of Sin: Mythos Pack","1","2","120","120","60","2019","1,2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Threads of Fate: Mythos Pack","247718","0","","0","1","0","0","0","0","0","0","0","1","","","","","","52831717","6.0088","8.58191","3.7143","0","4090","thing","Arkham Horror: The Card Game – Threads of Fate: Mythos Pack","1","2","120","120","60","2018","1,2","2","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Arkham Horror: The Card Game – Undimensioned and Unseen: Mythos Pack","219054","0","","0","1","0","0","0","0","0","0","0","1","","","","","","40081409","6.4025","7.96477","3.6875","0","8804","thing","Arkham Horror: The Card Game – Undimensioned and Unseen: Mythos Pack","1","4","120","120","60","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
